Event	ID	Name			Wwise Object Path	Notes
	16747207	Egg_ShieldActivate			\Default Work Unit\Egg\Egg_ShieldActivate	
	269417926	Ambient_DistantImpacts			\Default Work Unit\Ambient\Ambient_DistantImpacts	
	768425324	Lumming_Ability_Electric_Start			\Default Work Unit\Lumming\Lumming_Ability_Electric_Start	
	842135496	Enemy_TakeDamage			\Default Work Unit\Enemy\Enemy_TakeDamage	
	941448663	Ambient_Collapse			\Default Work Unit\Ambient\Ambient_Collapse	
	950925848	Projectile_Hit_BasicProjectile			\Default Work Unit\Projectile\Projectile_Hit_BasicProjectile	
	1126770210	Egg_ShieldDestroy			\Default Work Unit\Egg\Egg_ShieldDestroy	
	1205999388	Enemy_Death			\Default Work Unit\Enemy\Enemy_Death	
	1242907925	Egg_Levitate			\Default Work Unit\Egg\Egg_Levitate	
	1305133589	Player_Jump			\Default Work Unit\Player\Player_Jump	
	1388907814	Enemy_Spawn_Adult			\Default Work Unit\Enemy\Enemy_Spawn_Adult	
	1410046624	Ambient_Wind			\Default Work Unit\Ambient\Ambient_Wind	
	1479913785	Music_Stinger_Defeat			\Default Work Unit\Music\Music_Stinger_Defeat	
	1485126323	Egg_PickUp			\Default Work Unit\Egg\Egg_PickUp	
	1512820010	Lumming_Idle_FireInteraction			\Default Work Unit\Lumming\Lumming_Idle_FireInteraction	
	1530017751	Enemy_Footstep_Baby			\Default Work Unit\Enemy\Enemy_Footstep_Baby	
	1598298728	Music_Menu			\Default Work Unit\Music\Music_Menu	
	1703828721	Lumming_Idle_ElectricInteraction			\Default Work Unit\Lumming\Lumming_Idle_ElectricInteraction	
	1749973457	Lumming_Ability_Fire_Start			\Default Work Unit\Lumming\Lumming_Ability_Fire_Start	
	1815360318	Enemy_Spawn_Baby			\Default Work Unit\Enemy\Enemy_Spawn_Baby	
	2208495489	Lumming_Ability_Fire_Impact			\Default Work Unit\Lumming\Lumming_Ability_Fire_Impact	
	2453392179	Player_Footstep			\Default Work Unit\Player\Player_Footstep	
	2851111675	Lumming_Heal			\Default Work Unit\Lumming\Lumming_Heal	
	2994932292	Projectile_Soul_Deploy			\Default Work Unit\Projectile\Projectile_Soul_Deploy	
	3112455934	Music_Gameplay_Rest			\Default Work Unit\Music\Music_Gameplay_Rest	
	3115620430	UI_Button_Special			\Default Work Unit\UI\UI_Button_Special	
	3220447791	Egg_Soul_Impact			\Default Work Unit\Egg\Egg_Soul_Impact	
	3345914708	UI_Button_Normal			\Default Work Unit\UI\UI_Button_Normal	
	3521032401	Enemy_Footstep_Adult			\Default Work Unit\Enemy\Enemy_Footstep_Adult	
	3600532549	Projectile_Hit_ElectricProjectile			\Default Work Unit\Projectile\Projectile_Hit_ElectricProjectile	
	3691532132	Enemy_Shoot_Basic			\Default Work Unit\Enemy\Enemy_Shoot_Basic	
	3727341601	Player_TakeDamage_Generic			\Default Work Unit\Player\Player_TakeDamage_Generic	
	3840296224	Player_ShootCharge_Electric			\Default Work Unit\Player\Player_ShootCharge_Electric	
	3890490206	Player_Burn			\Default Work Unit\Player\Player_Burn	
	3966329825	Music_Gameplay_Collapse			\Default Work Unit\Music\Music_Gameplay_Collapse	
	3986156551	Lumming_Levitate			\Default Work Unit\Lumming\Lumming_Levitate	
	3987036369	UI_Slider			\Default Work Unit\UI\UI_Slider	
	4004702906	Player_Shoot			\Default Work Unit\Player\Player_Shoot	
	4066633160	Music_Gameplay_Stage2			\Default Work Unit\Music\Music_Gameplay_Stage2	
	4066633161	Music_Gameplay_Stage3			\Default Work Unit\Music\Music_Gameplay_Stage3	
	4066633163	Music_Gameplay_Stage1			\Default Work Unit\Music\Music_Gameplay_Stage1	
	4213470894	Lumming_Ability_Electric_Impact			\Default Work Unit\Lumming\Lumming_Ability_Electric_Impact	
	4254684058	Music_Stinger_Victory			\Default Work Unit\Music\Music_Stinger_Victory	
	4275106484	Ambient_Lava			\Default Work Unit\Ambient\Ambient_Lava	

Switch Group	ID	Name			Wwise Object Path	Notes
	1833605183	Footstep_Surface			\Default Work Unit\Footstep_Surface	
	3124051321	Player_Shoot_Type			\Default Work Unit\Player_Shoot_Type	

Switch	ID	Name	Switch Group			Notes
	540301611	Lava	Footstep_Surface			
	1216965916	Stone	Footstep_Surface			
	3250089732	Electric	Player_Shoot_Type			
	3340296461	Basic	Player_Shoot_Type			

State Group	ID	Name			Wwise Object Path	Notes
	3890490206	Player_Burn			\Default Work Unit\Player_Burn	

State	ID	Name	State Group			Notes
	748895195	None	Player_Burn			
	3518279182	Burning	Player_Burn			
	4104232280	Not_Burning	Player_Burn			

Game Parameter	ID	Name			Wwise Object Path	Notes
	3748721091	Pitch_Slider			\Default Work Unit\Pitch_Slider	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	64781824	Enemy_Death_2	Y:\Documents\GitHub\Prototipo_ShooterCute\Prototipo_ShooterCute_WwiseProject\.cache\A1\{A1C8B69B-363C-7B9C-2D5C-C0E91EFDE59C}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enemy\Enemy_Death\Enemy_Death_2		232240
	67274651	Player_Jump_3	Y:\Documents\GitHub\Prototipo_ShooterCute\Prototipo_ShooterCute_WwiseProject\.cache\7F\{7F9FC027-AD80-1BC5-14C3-7B5A7BC71085}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Player_Jump\Player_Jump_3		55368
	69972425	UI_Button_Normal	Y:\Documents\GitHub\Prototipo_ShooterCute\Prototipo_ShooterCute_WwiseProject\.cache\50\{50002628-A277-EDDB-B485-C2C8CF1EA460}.wem		\Actor-Mixer Hierarchy\Default Work Unit\UI\UI_Button_Normal		82680
	73726335	Player_Player_Footstep_Lava_3	Y:\Documents\GitHub\Prototipo_ShooterCute\Prototipo_ShooterCute_WwiseProject\.cache\ED\{ED081B41-A08A-B54C-E446-1D3D1FD6FCB7}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Player_Footstep\Player_Footstep_Lava\Player_Player_Footstep_Lava_3		94340
	90504550	Enemy_Death_3	Y:\Documents\GitHub\Prototipo_ShooterCute\Prototipo_ShooterCute_WwiseProject\.cache\AA\{AAD2D55B-C21B-2AEE-63F1-950181EB0706}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enemy\Enemy_Death\Enemy_Death_3		241312
	96935299	Egg_Soul_Impact	Y:\Documents\GitHub\Prototipo_ShooterCute\Prototipo_ShooterCute_WwiseProject\.cache\0B\{0BAAA337-7C3F-6B37-6BA9-760AD9AF8542}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Egg\Egg_Soul_Impact		209376
	116215165	Player_Player_Footstep_Stone_1	Y:\Documents\GitHub\Prototipo_ShooterCute\Prototipo_ShooterCute_WwiseProject\.cache\D4\{D445C096-3C6B-0CC5-C5AD-07878CE3D2F0}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Player_Footstep\Player_Footstep_Stone\Player_Player_Footstep_Stone_1		39816
	132527993	Lumming_Ability_Electric_Impact2	Y:\Documents\GitHub\Prototipo_ShooterCute\Prototipo_ShooterCute_WwiseProject\.cache\EC\{EC22A23E-2203-169C-95AC-CF6A5433E158}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Lumming\Lumming_Ability_Electric_Impact\Lumming_Ability_Electric_Impact2		507096
	147422935	Enemy_Footstep_Adult_2	Y:\Documents\GitHub\Prototipo_ShooterCute\Prototipo_ShooterCute_WwiseProject\.cache\62\{621807FA-1080-0571-97D5-C458F4400E5A}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enemy\Enemy_Footstep_Adult\Enemy_Footstep_Adult_2		85692
	151651069	Player_Player_Footstep_Stone_3	Y:\Documents\GitHub\Prototipo_ShooterCute\Prototipo_ShooterCute_WwiseProject\.cache\83\{837379D3-8CF4-9F21-4112-1347D6908C1A}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Player_Footstep\Player_Footstep_Stone\Player_Player_Footstep_Stone_3		33364
	157621030	Lumming_Levitate	Y:\Documents\GitHub\Prototipo_ShooterCute\Prototipo_ShooterCute_WwiseProject\.cache\58\{5872CC3B-DCF1-4A11-8B8B-ACE0D9F73675}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Lumming\Lumming_Levitate		2144096
	177551594	Player_Player_Footstep_Stone_2	Y:\Documents\GitHub\Prototipo_ShooterCute\Prototipo_ShooterCute_WwiseProject\.cache\51\{5187959A-49FA-EDC1-5156-F35C67F37257}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Player_Footstep\Player_Footstep_Stone\Player_Player_Footstep_Stone_2		49300
	184096320	Ambient_Collapse	Y:\Documents\GitHub\Prototipo_ShooterCute\Prototipo_ShooterCute_WwiseProject\.cache\E1\{E101655D-C4A6-B959-1183-AC9FAF84FFD3}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambient\Ambient_Collapse		17280096
	191808004	Enemy_Footstep_Adult_3	Y:\Documents\GitHub\Prototipo_ShooterCute\Prototipo_ShooterCute_WwiseProject\.cache\55\{55FACE9F-DDFD-C63E-5B72-96259E1FE288}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enemy\Enemy_Footstep_Adult\Enemy_Footstep_Adult_3		85604
	219577463	Player_Jump_2	Y:\Documents\GitHub\Prototipo_ShooterCute\Prototipo_ShooterCute_WwiseProject\.cache\05\{052948D2-798A-D505-207E-4115ECD0B953}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Player_Jump\Player_Jump_2		91800
